Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1964","1964","kcal/capita/day","1462","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1965","1965","kcal/capita/day","1487","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1966","1966","kcal/capita/day","1445","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1967","1967","kcal/capita/day","1440","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1968","1968","kcal/capita/day","1507","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1969","1969","kcal/capita/day","1554","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1970","1970","kcal/capita/day","1509","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1971","1971","kcal/capita/day","1500","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1972","1972","kcal/capita/day","1580","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1973","1973","kcal/capita/day","1585","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1974","1974","kcal/capita/day","1601","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1975","1975","kcal/capita/day","1595","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1976","1976","kcal/capita/day","1733","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1977","1977","kcal/capita/day","1822","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1978","1978","kcal/capita/day","1727","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1979","1979","kcal/capita/day","1618","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1980","1980","kcal/capita/day","1636","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1981","1981","kcal/capita/day","1688","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1982","1982","kcal/capita/day","1690","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1983","1983","kcal/capita/day","1783","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1984","1984","kcal/capita/day","1765","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1985","1985","kcal/capita/day","1646","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1986","1986","kcal/capita/day","1749","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1987","1987","kcal/capita/day","1556","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1988","1988","kcal/capita/day","1646","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1989","1989","kcal/capita/day","1556","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1990","1990","kcal/capita/day","1539","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1991","1991","kcal/capita/day","1487","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1992","1992","kcal/capita/day","1564","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1993","1993","kcal/capita/day","1604","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1994","1994","kcal/capita/day","1595","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1995","1995","kcal/capita/day","1338","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1996","1996","kcal/capita/day","1381","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1997","1997","kcal/capita/day","1399","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1998","1998","kcal/capita/day","1389","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1999","1999","kcal/capita/day","1416","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2000","2000","kcal/capita/day","1331","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2001","2001","kcal/capita/day","1323","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2002","2002","kcal/capita/day","1354","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2003","2003","kcal/capita/day","1214","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2004","2004","kcal/capita/day","1147","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2005","2005","kcal/capita/day","1207","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2006","2006","kcal/capita/day","1118","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2007","2007","kcal/capita/day","1121","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2008","2008","kcal/capita/day","1127","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2009","2009","kcal/capita/day","1094","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2010","2010","kcal/capita/day","1139","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2011","2011","kcal/capita/day","1142","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2012","2012","kcal/capita/day","1141","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","3","Albania","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2013","2013","kcal/capita/day","1145","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1961","1961","kcal/capita/day","978","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1962","1962","kcal/capita/day","991","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1963","1963","kcal/capita/day","962","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1964","1964","kcal/capita/day","933","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1965","1965","kcal/capita/day","1002","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1966","1966","kcal/capita/day","992","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1967","1967","kcal/capita/day","1047","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1968","1968","kcal/capita/day","1082","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1969","1969","kcal/capita/day","1081","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1970","1970","kcal/capita/day","1053","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1971","1971","kcal/capita/day","1046","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1972","1972","kcal/capita/day","1162","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1973","1973","kcal/capita/day","1189","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1974","1974","kcal/capita/day","1199","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1975","1975","kcal/capita/day","1243","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1976","1976","kcal/capita/day","1247","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1977","1977","kcal/capita/day","1263","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1978","1978","kcal/capita/day","1387","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1979","1979","kcal/capita/day","1411","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1980","1980","kcal/capita/day","1473","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1981","1981","kcal/capita/day","1417","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1982","1982","kcal/capita/day","1407","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1983","1983","kcal/capita/day","1396","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1984","1984","kcal/capita/day","1367","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1985","1985","kcal/capita/day","1411","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1986","1986","kcal/capita/day","1511","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1987","1987","kcal/capita/day","1490","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1988","1988","kcal/capita/day","1547","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1989","1989","kcal/capita/day","1531","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1990","1990","kcal/capita/day","1568","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1991","1991","kcal/capita/day","1546","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1992","1992","kcal/capita/day","1630","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1993","1993","kcal/capita/day","1640","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1994","1994","kcal/capita/day","1607","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1995","1995","kcal/capita/day","1592","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1996","1996","kcal/capita/day","1666","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1997","1997","kcal/capita/day","1567","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1998","1998","kcal/capita/day","1694","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","1999","1999","kcal/capita/day","1687","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2000","2000","kcal/capita/day","1613","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2001","2001","kcal/capita/day","1641","Fc","Calculated data"
"FBSH","Food Balances (-2013, old methodology and population)","4","Algeria","664","Food supply (kcal/capita/day)","2905","Cereals - Excluding Beer","2002","2002","kcal/capita/day","1667","Fc","Calculated data"
