measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
29,Summary exposure value,111,Dominican Republic,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1991,18.0795165190896,22.6616987964207,14.235669394620402
29,Summary exposure value,38,Mongolia,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1993,31.491493432843605,37.5405027326054,26.695478286283898
29,Summary exposure value,38,Mongolia,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1993,27.146447933877997,34.197926593031504,21.446008034461496
29,Summary exposure value,38,Mongolia,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1993,29.274149905998197,33.548745131916306,25.2348638762017
29,Summary exposure value,11,Indonesia,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1990,27.15686666646679,29.579188014754777,24.791532969776785
29,Summary exposure value,11,Indonesia,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1990,31.374693461830404,34.042717949842334,28.740555812215803
29,Summary exposure value,11,Indonesia,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1990,29.301585135687407,31.55725273119413,27.24264346465062
29,Summary exposure value,77,Cyprus,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1992,34.010277183020506,39.84731255642009,28.8602662378375
29,Summary exposure value,77,Cyprus,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1992,28.640199708113105,35.92450714385971,22.647881982897303
29,Summary exposure value,77,Cyprus,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1992,31.288648462653,35.72493429595479,27.0032792733718
29,Summary exposure value,216,Senegal,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1993,31.5585952005122,36.9749025595084,26.878227259792702
29,Summary exposure value,216,Senegal,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1993,31.5934670732368,39.4350287814755,25.259945490771702
29,Summary exposure value,216,Senegal,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1993,31.576697419355703,36.6130747091941,27.368405611314
29,Summary exposure value,13,Malaysia,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1990,25.1600829961412,30.5478504859933,20.221198379269502
29,Summary exposure value,13,Malaysia,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1990,23.7820766836617,30.577343129669504,18.2931052459496
29,Summary exposure value,13,Malaysia,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1990,24.4708758893561,29.0479551350459,20.6104776589139
29,Summary exposure value,146,Lebanon,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1995,29.730962030746,34.1029927133874,25.662169817187497
29,Summary exposure value,146,Lebanon,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1995,20.571294879934403,24.786115152753503,16.725333597242496
29,Summary exposure value,146,Lebanon,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1995,24.9971951289047,28.2359634805177,21.8098317409538
29,Summary exposure value,149,Palestine,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1995,16.0835037149335,18.8437599485049,13.693948968538
29,Summary exposure value,149,Palestine,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1995,15.603266051025303,18.419306008268,13.112702420083
29,Summary exposure value,149,Palestine,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1995,15.8401594287185,18.1222826330511,13.812714142854002
29,Summary exposure value,105,Antigua and Barbuda,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1991,21.924297055407102,27.6799307358461,16.902833701891502
29,Summary exposure value,105,Antigua and Barbuda,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1991,21.409810493677803,28.611080691919398,15.4347565043319
29,Summary exposure value,105,Antigua and Barbuda,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1991,21.6482975032629,26.102860931466104,17.5206057661004
29,Summary exposure value,184,Mozambique,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1994,37.792412142656396,44.650102316704796,31.792593838431998
29,Summary exposure value,184,Mozambique,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1994,34.0736184783595,42.6959768107172,26.689893389325498
29,Summary exposure value,184,Mozambique,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1994,35.787258967995896,41.47052530359871,30.547167066112795
29,Summary exposure value,148,Morocco,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1995,29.6246215924531,34.7865019901726,25.1220855285823
29,Summary exposure value,148,Morocco,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1995,39.236620858300704,46.846700088632005,32.0742032226412
29,Summary exposure value,148,Morocco,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1995,34.5180444431514,39.4067543390793,30.264586897861896
29,Summary exposure value,374,Niue,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1998,31.596529275324503,35.3305954422865,28.0125913669749
29,Summary exposure value,374,Niue,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1998,27.559359285419998,31.840385457612204,23.5623409935215
29,Summary exposure value,374,Niue,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1998,29.5471602254117,32.552451935152895,26.664497064355203
29,Summary exposure value,18,Thailand,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1990,15.604232810715274,20.1938554494684,11.70547649160208
29,Summary exposure value,18,Thailand,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1990,14.72634726334012,21.212379257876073,9.798294255743603
29,Summary exposure value,18,Thailand,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1990,15.150855747661751,19.012108739194602,11.631538355573365
29,Summary exposure value,14,Maldives,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1990,26.5377211509881,32.6763920157754,20.893070280313
29,Summary exposure value,14,Maldives,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1990,25.135272891803197,34.1734441456257,17.743020457199105
29,Summary exposure value,14,Maldives,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1990,25.875217227191698,30.883708365360498,20.8555986693422
29,Summary exposure value,39,Tajikistan,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1993,24.913408234561103,31.777723090306704,19.106336635142902
29,Summary exposure value,39,Tajikistan,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1993,24.913408234561103,31.777723090306704,19.106336635142902
29,Summary exposure value,39,Tajikistan,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1993,25.330945192918904,32.052875866936795,19.462421376915103
29,Summary exposure value,147,Libya,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1995,31.4755968456981,34.9408996022495,28.2504539761674
29,Summary exposure value,147,Libya,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1995,30.5687369410229,34.928497651123806,26.420308721659396
29,Summary exposure value,147,Libya,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1995,31.0542937306997,34.0334341408284,28.2768565949156
29,Summary exposure value,150,Oman,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1995,17.1117792331674,21.0041599159258,13.639678527264397
29,Summary exposure value,150,Oman,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1995,16.6896341978345,20.5849033748385,13.452816429987402
29,Summary exposure value,150,Oman,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1995,16.9665195650913,19.909124672208396,14.474640889544599
29,Summary exposure value,113,Guyana,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1996,18.388685840914302,23.141009572363398,14.2327607031087
29,Summary exposure value,113,Guyana,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1996,16.068638033116102,21.8435191685549,11.299791278116999
29,Summary exposure value,113,Guyana,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1996,17.2118010876207,21.2435846602712,13.908196941288201
29,Summary exposure value,349,Greenland,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1993,17.627225590722105,22.9058414281666,13.205962079038
29,Summary exposure value,349,Greenland,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1993,15.556211500592998,21.3823701894373,10.7477184722171
29,Summary exposure value,349,Greenland,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1993,16.6989985075477,20.663023511419397,13.2976228745077
29,Summary exposure value,11,Indonesia,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1994,27.75531983253419,29.802753999204327,25.84428000355957
29,Summary exposure value,11,Indonesia,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1994,31.81168768098324,33.71969096287151,29.878613992829983
29,Summary exposure value,11,Indonesia,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1994,29.8169641441116,31.5951886826292,28.14153178037072
29,Summary exposure value,185,Rwanda,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1994,17.7767472784576,22.0885635081901,13.997421274039802
29,Summary exposure value,185,Rwanda,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1994,19.8581327215417,25.575567332507198,15.108768049627802
29,Summary exposure value,185,Rwanda,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1994,18.8835209784442,22.5351654532627,15.610789093340898
29,Summary exposure value,76,Belgium,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1992,27.9561001263382,30.576237545880105,25.381101804941302
29,Summary exposure value,76,Belgium,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1992,24.148174003300703,28.513782529162796,20.3861852603977
29,Summary exposure value,76,Belgium,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1992,25.976001336072695,28.632452354773203,23.4707309482146
29,Summary exposure value,81,Germany,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1992,40.632210972878795,42.7751579845672,38.3026638308434
29,Summary exposure value,81,Germany,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1992,41.43095195220209,43.6016815522729,38.8126168533813
29,Summary exposure value,81,Germany,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1992,41.05279603773771,42.88567346869559,39.19951540616161
29,Summary exposure value,84,Ireland,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1992,39.60376354450793,46.26682372020612,33.303087881840916
29,Summary exposure value,84,Ireland,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1992,34.362050336883435,41.83293039974204,28.018483461297983
29,Summary exposure value,84,Ireland,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1992,36.90873585288101,41.77858073612482,32.10610769634302
29,Summary exposure value,78,Denmark,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1992,37.44550901273389,40.921829682474296,34.1727285071508
29,Summary exposure value,78,Denmark,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1992,40.5063445295995,43.9396096538127,37.2872465143377
29,Summary exposure value,78,Denmark,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1992,39.024432423834206,41.85835422873579,36.4405312433551
29,Summary exposure value,385,Puerto Rico,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1998,28.7989008822468,34.3664275321202,23.955365369408202
29,Summary exposure value,385,Puerto Rico,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1998,25.855583543706196,32.711609733649894,19.6999611742079
29,Summary exposure value,385,Puerto Rico,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1998,27.2241275186736,32.114900865900196,23.289500142950697
29,Summary exposure value,106,Bahamas,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1991,21.037543651188198,27.156308485920498,15.695672103712699
29,Summary exposure value,106,Bahamas,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1991,19.109040752323104,26.4308932890916,13.2104527563048
29,Summary exposure value,106,Bahamas,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1991,20.0277474081269,25.187458146848403,15.9935483421875
29,Summary exposure value,186,Seychelles,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1990,33.204220340221994,36.3337841184726,29.808093146570602
29,Summary exposure value,186,Seychelles,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1990,31.140335762509803,35.51809133634221,26.8495618579495
29,Summary exposure value,186,Seychelles,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1990,32.160128401962105,34.933415598892594,29.0854798500156
29,Summary exposure value,190,Uganda,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1990,25.951456329943202,33.4981407960648,19.562622212871897
29,Summary exposure value,190,Uganda,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1990,29.538484002944106,40.9025246732865,20.0628417004573
29,Summary exposure value,190,Uganda,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1990,27.789192886931897,34.6544403601044,22.166173294045603
29,Summary exposure value,12,Lao People's Democratic Republic,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1999,22.2148246939207,25.508025121730604,18.9324897760969
29,Summary exposure value,12,Lao People's Democratic Republic,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1999,18.9860053240591,23.1796686993038,15.3371094464585
29,Summary exposure value,12,Lao People's Democratic Republic,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1999,20.556204310682602,23.329027259000302,17.855552368894603
29,Summary exposure value,183,Mauritius,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1990,19.180667685113697,21.482887803516395,16.9323937570005
29,Summary exposure value,183,Mauritius,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1990,19.5482825217999,21.853532668871,17.2382924362308
29,Summary exposure value,183,Mauritius,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1990,19.367105119820298,21.395705624414298,17.391518756552
29,Summary exposure value,151,Qatar,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1995,18.1175624135783,21.9673456330595,14.7508603736912
29,Summary exposure value,151,Qatar,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1995,13.0168733127652,17.489768509629403,9.6043357676044
29,Summary exposure value,151,Qatar,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1995,16.7721890316611,19.9776482700382,13.972607747725599
29,Summary exposure value,34,Azerbaijan,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1993,28.871525219489197,34.8167182867589,23.5878839517662
29,Summary exposure value,34,Azerbaijan,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1993,25.9866872389093,33.7971705623477,19.2833078771366
29,Summary exposure value,34,Azerbaijan,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1993,27.327029356829602,32.3239641494302,22.5590398223513
29,Summary exposure value,6,China,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1994,17.614401625658953,21.877550664323497,14.017544862601437
29,Summary exposure value,6,China,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1994,18.92489952613454,25.153403519394057,14.136584059257773
29,Summary exposure value,6,China,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1994,18.25110501905179,21.833096465904905,15.199357083442536
29,Summary exposure value,79,Finland,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1992,52.1987239557988,54.26869888661761,50.1662954169838
29,Summary exposure value,79,Finland,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1992,50.627557789327504,52.54714167701561,48.345801471849704
29,Summary exposure value,79,Finland,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1992,51.37215164830909,52.9321085602253,49.63990000576221
29,Summary exposure value,115,Jamaica,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1996,17.364921639313096,19.7708453199525,14.986657116626901
29,Summary exposure value,115,Jamaica,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1996,19.4691344496551,22.283087730932397,16.7503748981861
29,Summary exposure value,115,Jamaica,3,Both,22,All Ages,107,High systolic blood pressure,3,Rate,1996,18.456238112239202,20.5812550976251,16.374904595076597
29,Summary exposure value,82,Greece,1,Male,22,All Ages,107,High systolic blood pressure,3,Rate,1992,28.105887344180896,31.5130921866979,24.814477453481302
29,Summary exposure value,82,Greece,2,Female,22,All Ages,107,High systolic blood pressure,3,Rate,1992,38.048592065378,42.6999634173757,33.5848066543071
